char,timestamp,churn
IdentifierId(36553),Sat Sep 27 19:50:59 EDT 2008,FALSE
IdentifierId(73986),Sat Sep 27 19:50:59 EDT 2008,FALSE
IdentifierId(65496),Sat Sep 27 19:50:59 EDT 2008,FALSE
IdentifierId(35362),Sat Sep 27 19:50:59 EDT 2008,FALSE
IdentifierId(68826),Sat Sep 27 19:50:59 EDT 2008,FALSE
IdentifierId(67068),Sat Sep 27 19:50:59 EDT 2008,FALSE
IdentifierId(55051),Sat Sep 27 19:50:59 EDT 2008,FALSE
IdentifierId(62446),Sat Sep 27 19:50:59 EDT 2008,FALSE
IdentifierId(27494),Sat Sep 27 19:50:59 EDT 2008,FALSE
IdentifierId(65357),Sat Sep 27 19:50:59 EDT 2008,FALSE
IdentifierId(64794),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(69535),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(66873),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(24126),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(54003),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(45029),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(73130),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(76681),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(34903),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(17712),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(44349),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(71458),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(51324),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(70299),Sat Sep 27 19:50:54 EDT 2008,TRUE
IdentifierId(75690),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(70974),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(65724),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(54658),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(34664),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(70590),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(71023),Sat Sep 27 19:50:54 EDT 2008,FALSE
IdentifierId(35796),Sat Sep 27 19:50:49 EDT 2008,FALSE
IdentifierId(64313),Sat Sep 27 19:50:49 EDT 2008,FALSE
IdentifierId(68334),Sat Sep 27 19:50:49 EDT 2008,FALSE
IdentifierId(65296),Sat Sep 27 19:50:49 EDT 2008,FALSE
IdentifierId(67099),Sat Sep 27 19:50:49 EDT 2008,FALSE
IdentifierId(39521),Sat Sep 27 19:50:49 EDT 2008,FALSE
IdentifierId(43211),Sat Sep 27 19:50:49 EDT 2008,FALSE
IdentifierId(70173),Sat Sep 27 19:50:49 EDT 2008,FALSE
IdentifierId(59629),Sat Sep 27 19:50:44 EDT 2008,FALSE
IdentifierId(36545),Sat Sep 27 19:50:44 EDT 2008,TRUE
IdentifierId(69358),Sat Sep 27 19:50:44 EDT 2008,FALSE
IdentifierId(71867),Sat Sep 27 19:50:44 EDT 2008,TRUE
IdentifierId(56759),Sat Sep 27 19:50:44 EDT 2008,FALSE
IdentifierId(58321),Sat Sep 27 19:50:44 EDT 2008,FALSE
IdentifierId(49778),Sat Sep 27 19:50:44 EDT 2008,FALSE
IdentifierId(76769),Sat Sep 27 19:50:44 EDT 2008,FALSE
IdentifierId(52988),Sat Sep 27 19:50:39 EDT 2008,FALSE
IdentifierId(62995),Sat Sep 27 19:50:39 EDT 2008,FALSE
IdentifierId(62447),Sat Sep 27 19:50:39 EDT 2008,FALSE
IdentifierId(71908),Sat Sep 27 19:50:39 EDT 2008,FALSE
IdentifierId(41992),Sat Sep 27 19:50:39 EDT 2008,FALSE
IdentifierId(44963),Sat Sep 27 19:50:39 EDT 2008,FALSE
IdentifierId(60243),Sat Sep 27 19:50:39 EDT 2008,FALSE
IdentifierId(65323),Sat Sep 27 19:50:39 EDT 2008,FALSE
IdentifierId(57830),Sat Sep 27 19:50:39 EDT 2008,FALSE
IdentifierId(58890),Sat Sep 27 19:50:39 EDT 2008,FALSE
IdentifierId(72307),Sat Sep 27 19:50:39 EDT 2008,FALSE
IdentifierId(70319),Sat Sep 27 19:50:39 EDT 2008,TRUE
IdentifierId(69126),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(65484),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(72360),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(68905),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(13666),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(63527),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(51942),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(68375),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(47500),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(34535),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(69913),Sat Sep 27 19:50:34 EDT 2008,TRUE
IdentifierId(50411),Sat Sep 27 19:50:34 EDT 2008,TRUE
IdentifierId(35004),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(51154),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(37317),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(52499),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(43406),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(54126),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(36517),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(47583),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(35760),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(73449),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(44882),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(62444),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(62789),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(48885),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(60619),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(72024),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(70839),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(9044),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(73725),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(74563),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(63216),Sat Sep 27 19:50:34 EDT 2008,FALSE
IdentifierId(47075),Sat Sep 27 19:50:28 EDT 2008,FALSE
IdentifierId(73469),Sat Sep 27 19:50:28 EDT 2008,FALSE
IdentifierId(56186),Sat Sep 27 19:50:28 EDT 2008,FALSE
IdentifierId(4734),Sat Sep 27 19:50:28 EDT 2008,FALSE
IdentifierId(44797),Sat Sep 27 19:50:23 EDT 2008,TRUE
IdentifierId(70181),Sat Sep 27 19:50:23 EDT 2008,FALSE
IdentifierId(67876),Sat Sep 27 19:50:23 EDT 2008,FALSE
IdentifierId(1353),Sat Sep 27 19:50:23 EDT 2008,FALSE
IdentifierId(63903),Sat Sep 27 19:50:18 EDT 2008,FALSE
IdentifierId(76749),Sat Sep 27 19:50:18 EDT 2008,FALSE
IdentifierId(75587),Sat Sep 27 19:50:18 EDT 2008,FALSE
IdentifierId(75861),Sat Sep 27 19:50:18 EDT 2008,FALSE
IdentifierId(73114),Sat Sep 27 19:50:18 EDT 2008,FALSE
IdentifierId(64935),Sat Sep 27 19:50:18 EDT 2008,FALSE
IdentifierId(77533),Sat Sep 27 19:50:18 EDT 2008,FALSE
IdentifierId(71183),Sat Sep 27 19:50:18 EDT 2008,FALSE
IdentifierId(35874),Sat Sep 27 19:50:13 EDT 2008,FALSE
IdentifierId(71080),Sat Sep 27 19:50:13 EDT 2008,FALSE
IdentifierId(62276),Sat Sep 27 19:50:13 EDT 2008,FALSE
IdentifierId(74819),Sat Sep 27 19:50:13 EDT 2008,FALSE
IdentifierId(77098),Sat Sep 27 19:50:13 EDT 2008,FALSE
IdentifierId(72186),Sat Sep 27 19:50:13 EDT 2008,FALSE
IdentifierId(55538),Sat Sep 27 19:50:13 EDT 2008,FALSE
IdentifierId(77352),Sat Sep 27 19:50:08 EDT 2008,FALSE
IdentifierId(34971),Sat Sep 27 19:50:08 EDT 2008,FALSE
IdentifierId(78512),Sat Sep 27 19:50:08 EDT 2008,FALSE
IdentifierId(47543),Sat Sep 27 19:50:08 EDT 2008,FALSE
IdentifierId(76159),Sat Sep 27 19:50:08 EDT 2008,FALSE
IdentifierId(76975),Sat Sep 27 19:49:58 EDT 2008,FALSE
IdentifierId(78023),Sat Sep 27 19:49:58 EDT 2008,FALSE
IdentifierId(76437),Sat Sep 27 19:49:58 EDT 2008,FALSE
IdentifierId(77539),Sat Sep 27 19:49:58 EDT 2008,TRUE
IdentifierId(24953),Sat Sep 27 19:49:58 EDT 2008,FALSE
IdentifierId(77795),Sat Sep 27 19:49:58 EDT 2008,FALSE
IdentifierId(73480),Sat Sep 27 19:49:58 EDT 2008,FALSE
IdentifierId(53745),Sat Sep 27 19:49:58 EDT 2008,FALSE
IdentifierId(72425),Sat Sep 27 19:49:58 EDT 2008,FALSE
IdentifierId(77661),Sat Sep 27 19:49:53 EDT 2008,TRUE
IdentifierId(59801),Sat Sep 27 19:49:53 EDT 2008,FALSE
IdentifierId(77579),Sat Sep 27 19:49:53 EDT 2008,FALSE
IdentifierId(77833),Sat Sep 27 19:49:53 EDT 2008,TRUE
IdentifierId(77216),Sat Sep 27 19:49:53 EDT 2008,FALSE
IdentifierId(56652),Sat Sep 27 19:49:53 EDT 2008,FALSE
IdentifierId(77884),Sat Sep 27 19:49:53 EDT 2008,FALSE
IdentifierId(75904),Sat Sep 27 19:49:48 EDT 2008,FALSE
IdentifierId(78085),Sat Sep 27 19:49:47 EDT 2008,FALSE
IdentifierId(78194),Sat Sep 27 19:49:47 EDT 2008,TRUE
IdentifierId(59656),Sat Sep 27 19:49:47 EDT 2008,FALSE
IdentifierId(77865),Sat Sep 27 19:49:47 EDT 2008,FALSE
IdentifierId(77482),Sat Sep 27 19:49:47 EDT 2008,FALSE
IdentifierId(78002),Sat Sep 27 19:49:47 EDT 2008,FALSE
IdentifierId(77966),Sat Sep 27 19:49:47 EDT 2008,FALSE
IdentifierId(78438),Sat Sep 27 19:49:47 EDT 2008,FALSE
IdentifierId(78059),Sat Sep 27 19:49:47 EDT 2008,TRUE
IdentifierId(78149),Sat Sep 27 19:49:42 EDT 2008,FALSE
IdentifierId(60852),Sat Sep 27 19:49:42 EDT 2008,TRUE
IdentifierId(73644),Sat Sep 27 19:49:42 EDT 2008,FALSE
IdentifierId(59990),Sat Sep 27 19:49:42 EDT 2008,FALSE
IdentifierId(78459),Sat Sep 27 19:49:42 EDT 2008,FALSE
IdentifierId(78206),Sat Sep 27 19:49:42 EDT 2008,FALSE
IdentifierId(77987),Sat Sep 27 19:49:42 EDT 2008,TRUE
IdentifierId(77805),Sat Sep 27 19:49:42 EDT 2008,TRUE
IdentifierId(78277),Sat Sep 27 19:49:42 EDT 2008,FALSE
IdentifierId(78336),Sat Sep 27 19:49:42 EDT 2008,FALSE
IdentifierId(78216),Sat Sep 27 19:49:42 EDT 2008,TRUE
IdentifierId(77776),Sat Sep 27 19:49:42 EDT 2008,TRUE
IdentifierId(35533),Sat Sep 27 19:49:42 EDT 2008,TRUE
IdentifierId(78331),Sat Sep 27 19:49:42 EDT 2008,TRUE
IdentifierId(78547),Sat Sep 27 19:49:37 EDT 2008,FALSE
IdentifierId(65572),Sat Sep 27 19:49:37 EDT 2008,TRUE
IdentifierId(78562),Sat Sep 27 19:49:37 EDT 2008,TRUE
IdentifierId(78572),Sat Sep 27 19:49:37 EDT 2008,FALSE
IdentifierId(69300),Sat Sep 27 19:49:32 EDT 2008,FALSE
IdentifierId(64031),Sat Sep 27 19:49:32 EDT 2008,FALSE
IdentifierId(61958),Sat Sep 27 19:49:32 EDT 2008,FALSE
IdentifierId(61802),Sat Sep 27 19:49:32 EDT 2008,FALSE
